end_time,f1,f2,fight_date,method,referee,round,time_format,weightclass,winner,f1_body,f1_clinch,f1_control,f1_distance,f1_dob,f1_ground,f1_head,f1_height,f1_kd,f1_leg,f1_reach,f1_record,f1_rev,f1_sapm,f1_sig_str,f1_sig_str_%,f1_slpm,f1_stance,f1_str__acc_,f1_str__def,f1_sub__avg_,f1_sub_att,f1_td,f1_td_%,f1_td_acc_,f1_td_avg_,f1_td_def_,f1_total_str,f1_weight,f2_body,f2_clinch,f2_control,f2_distance,f2_dob,f2_ground,f2_head,f2_height,f2_kd,f2_leg,f2_reach,f2_record,f2_rev,f2_sapm,f2_sig_str,f2_sig_str_%,f2_slpm,f2_stance,f2_str__acc_,f2_str__def,f2_sub__avg_,f2_sub_att,f2_td,f2_td_%,f2_td_acc_,f2_td_avg_,f2_td_def_,f2_total_str,f2_weight,gender,year
5:00,Farid Basharat,Da'Mon Blackshear,2023-03-04,Decision - Unanimous,Keith Peterson,3,3,bantamweight,f1,14 of 17,4 of 5,5:28,42 of 79,"Aug 02, 1997",12 of 12,36 of 70,172.72,0,8 of 9,180.34,Record: 12-0-0,0,2.44,58 of 96,60%,4.47,Orthodox,58%,57%,0.6,0,3 of 6,50%,41%,3.96,83%,76 of 115,61.23,12 of 16,7 of 8,5:28,36 of 106,"Aug 12, 1994",3 of 3,23 of 79,177.8,0,11 of 22,182.88,Record: 14-6-1,1,4.09,46 of 117,39%,4.28,Switch,47%,48%,0.8,1,1 of 6,16%,37%,2.34,66%,91 of 164,61.23,M,2023
5:00,Loik Radzhabov,Esteban Ribovics,2023-03-04,Decision - Unanimous,Mark Smith,3,3,lightweight,f1,6 of 6,1 of 2,7:39,37 of 81,"Sep 17, 1990",2 of 2,33 of 78,180.34,0,1 of 1,175.26,Record: 18-5-1,0,4.73,40 of 85,47%,2.93,Orthodox,42%,45%,0.0,0,11 of 21,52%,57%,6.73,55%,67 of 117,70.31,11 of 12,1 of 1,7:39,61 of 124,"Apr 27, 1996",4 of 4,52 of 114,177.8,1,3 of 3,175.26,Record: 13-1-0,1,3.49,66 of 129,51%,6.2,Orthodox,52%,53%,0.5,1,0 of 1,0%,66%,0.93,60%,98 of 162,70.31,M,2023
4:25,Brendan Allen,Andre Muniz,2023-02-25,Submission,Jason Herzog,3,3,middleweight,f1,12 of 16,0 of 0,4:12,40 of 98,"Dec 28, 1995",2 of 4,21 of 76,187.96,0,9 of 10,190.5,Record: 24-5-0,0,3.83,42 of 102,41%,3.98,Orthodox,53%,47%,1.4,2,1 of 1,100%,47%,1.74,58%,64 of 129,83.91,8 of 13,0 of 1,4:12,43 of 111,"Feb 17, 1990",0 of 0,25 of 88,185.42,0,10 of 11,198.12,Record: 24-6-0,0,1.99,43 of 112,38%,1.97,Southpaw,50%,54%,1.2,0,0 of 3,0%,50%,4.23,35%,45 of 114,83.91,M,2023
5:00,Augusto Sakai,Don'Tale Mayes,2023-02-25,Decision - Unanimous,Kerry Hatley,3,3,heavyweight,f1,18 of 22,30 of 42,8:51,21 of 49,"May 09, 1991",2 of 4,27 of 65,190.5,0,8 of 8,195.58,Record: 16-5-1,0,3.83,53 of 95,55%,4.6,Orthodox,49%,48%,0.0,0,1 of 2,50%,40%,0.23,56%,107 of 173,120.2,10 of 12,5 of 6,8:51,24 of 56,"Jan 16, 1992",0 of 0,15 of 46,198.12,0,4 of 4,205.74,Record: 11-6-0 (1 NC),0,3.96,29 of 62,46%,3.69,Orthodox,43%,47%,0.0,0,0 of 1,0%,43%,0.71,60%,77 of 121,117.93,M,2023
2:51,Tatiana Suarez,Montana De La Rosa,2023-02-25,Submission,Chris Tognoni,2,3,flyweight,f1,8 of 10,7 of 8,5:45,3 of 5,"Dec 19, 1990",0 of 0,0 of 1,165.1,0,2 of 2,167.64,Record: 11-0-0,0,1.38,10 of 13,76%,4.27,Southpaw,63%,51%,0.9,1,2 of 6,33%,61%,6.2,100%,37 of 43,52.16,1 of 1,4 of 4,5:45,1 of 7,"Feb 14, 1995",0 of 0,4 of 10,170.18,0,0 of 0,172.72,Record: 12-9-1,0,3.21,5 of 11,45%,2.7,Orthodox,36%,44%,0.8,0,0 of 0,0,31%,1.71,64%,36 of 46,56.7,M,2023
4:15,Mike Malott,Yohan Lainesse,2023-02-25,Submission,Mark Smith,1,3,welterweight,f1,4 of 7,0 of 0,1:36,9 of 17,"Nov 07, 1991",0 of 0,3 of 8,185.42,0,2 of 2,185.42,Record: 10-2-1,0,3.33,9 of 17,52%,3.83,Orthodox,46%,52%,1.0,1,1 of 1,100%,60%,3.04,16%,20 of 28,77.11,0 of 0,0 of 0,1:36,1 of 4,"Aug 14, 1992",0 of 0,1 of 3,185.42,0,0 of 1,193.04,Record: 9-3-0,0,3.38,1 of 4,25%,2.22,Orthodox,41%,58%,0.5,0,0 of 0,0,28%,0.94,72%,1 of 4,77.11,M,2023
4:59,Trevor Peek,Erick Gonzalez,2023-02-25,KO/TKO,Kerry Hatley,1,3,lightweight,f1,8 of 11,9 of 12,0:16,36 of 67,"Jan 09, 1995",6 of 7,38 of 70,175.26,2,5 of 5,177.8,Record: 9-2-0 (1 NC),0,4.17,51 of 86,59%,4.58,Switch,54%,44%,0.0,0,0 of 1,0%,53%,1.82,54%,51 of 86,70.31,1 of 1,0 of 1,0:16,7 of 28,"Jan 20, 1992",0 of 0,5 of 27,180.34,0,1 of 1,190.5,Record: 14-8-0,0,8.08,7 of 29,24%,2.4,Orthodox,36%,40%,0.0,0,4 of 6,66%,55%,6.0,50%,11 of 35,70.31,M,2023
5:00,Jasmine Jasudavicius,Gabriella Fernandes,2023-02-25,Decision - Unanimous,Chris Tognoni,3,3,flyweight,f1,3 of 4,1 of 1,11:31,16 of 40,"Mar 01, 1989",7 of 13,17 of 46,170.18,0,4 of 4,172.72,Record: 10-3-0,0,4.03,24 of 54,44%,3.95,Orthodox,45%,51%,0.4,0,4 of 8,50%,37%,2.16,80%,149 of 215,56.7,8 of 10,1 of 1,11:31,25 of 55,"Aug 13, 1993",0 of 0,10 of 37,167.64,0,8 of 9,167.64,Record: 8-3-0,0,2.7,26 of 56,46%,1.63,Southpaw,47%,47%,0.0,0,0 of 1,0%,0%,0.0,61%,54 of 86,56.7,M,2023
2:27,Jordan Leavitt,Victor Martinez,2023-02-25,KO/TKO,Jason Herzog,1,3,lightweight,f1,6 of 10,5 of 7,0:46,8 of 22,"Jun 02, 1995",4 of 6,8 of 21,175.26,1,3 of 4,180.34,Record: 11-3-0,0,1.84,17 of 35,48%,2.55,Southpaw,61%,57%,1.1,0,0 of 2,0%,25%,2.19,30%,18 of 38,70.31,0 of 1,0 of 0,0:46,7 of 28,"Jul 17, 1991",0 of 0,4 of 20,172.72,0,3 of 7,177.8,Record: 13-6-0,0,7.66,7 of 28,25%,7.94,Orthodox,51%,53%,0.0,0,0 of 0,0,33%,0.7,80%,9 of 31,70.31,M,2023
4:55,Joe Solecki,Carl Deaton,2023-02-25,Submission,Jason Herzog,2,3,lightweight,f1,0 of 1,1 of 2,8:51,1 of 6,"Aug 27, 1993",0 of 0,1 of 6,175.26,0,1 of 1,177.8,Record: 13-4-0,0,1.53,2 of 8,25%,2.21,Orthodox,56%,52%,1.5,3,2 of 3,66%,50%,2.65,50%,49 of 67,70.31,0 of 2,0 of 0,8:51,1 of 12,"Nov 24, 1989",0 of 0,1 of 10,170.18,0,0 of 0,175.26,Record: 17-7-0 (2 NC),0,1.85,1 of 12,8%,1.53,Orthodox,31%,61%,0.0,0,0 of 0,0,0%,0.0,50%,13 of 29,70.31,M,2023
5:00,Nurullo Aliev,Rafael Alves,2023-02-25,Decision - Split,Mark Smith,3,3,lightweight,f1,0 of 1,0 of 0,10:51,1 of 10,"Dec 08, 2000",18 of 35,19 of 42,177.8,0,0 of 2,182.88,Record: 9-0-0,1,0.46,19 of 45,42%,2.5,Orthodox,51%,59%,0.0,0,3 of 4,75%,44%,3.06,0%,92 of 140,70.31,2 of 3,0 of 0,10:51,6 of 17,"Nov 14, 1990",0 of 0,2 of 11,172.72,0,2 of 3,172.72,Record: 20-12-0,1,3.3,6 of 17,35%,1.85,Orthodox,48%,58%,1.5,2,0 of 0,0,25%,0.29,44%,25 of 36,70.31,M,2023
1:37,Erin Blanchfield,Jessica Andrade,2023-02-18,Submission,Herb Dean,2,5,flyweight,f1,2 of 4,1 of 3,1:03,50 of 117,"May 04, 1999",0 of 0,38 of 105,162.56,0,11 of 11,167.64,Record: 12-2-0,0,4.34,51 of 120,42%,5.47,Orthodox,45%,58%,1.0,1,1 of 3,33%,33%,2.05,81%,53 of 124,56.7,5 of 16,3 of 6,1:03,50 of 137,"Sep 25, 1991",0 of 0,28 of 107,154.94,0,20 of 20,157.48,Record: 26-12-0,0,5.37,53 of 143,37%,6.62,Orthodox,50%,55%,0.3,0,0 of 1,0%,55%,2.37,72%,56 of 147,52.16,M,2023
5:00,Zac Pauga,Jordan Wright,2023-02-18,Decision - Unanimous,Mark Smith,3,3,light heavyweight,f1,21 of 24,38 of 43,8:40,21 of 42,"Feb 25, 1988",0 of 0,31 of 54,187.96,0,7 of 7,193.04,Record: 7-3-0,0,2.73,59 of 85,69%,4.46,Orthodox,62%,58%,0.0,0,0 of 6,0%,7%,0.38,100%,85 of 114,92.99,13 of 21,11 of 13,8:40,18 of 65,"Oct 07, 1991",0 of 0,15 of 55,187.96,0,1 of 2,195.58,Record: 12-5-0 (1 NC),0,6.03,29 of 78,37%,4.1,Orthodox,56%,31%,0.4,0,0 of 1,0%,45%,2.09,100%,199 of 261,92.99,M,2023
5:00,Jamal Pogues,Josh Parisian,2023-02-18,Decision - Unanimous,Jacob Montalvo,3,3,heavyweight,f1,3 of 3,9 of 9,5:49,20 of 47,"Dec 01, 1995",4 of 4,29 of 56,190.5,0,1 of 1,195.58,Record: 11-4-0,0,4.17,33 of 60,55%,3.36,Orthodox,44%,50%,0.0,0,5 of 11,45%,48%,2.4,77%,49 of 79,92.99,14 of 23,2 of 3,5:49,35 of 110,"Jun 28, 1989",0 of 0,19 of 85,193.04,0,4 of 5,200.66,Record: 15-8-0,0,4.88,37 of 113,32%,4.55,Orthodox,48%,41%,0.2,0,1 of 2,50%,33%,0.98,46%,51 of 137,120.2,M,2023
5:00,Marcin Prachnio,William Knight,2023-02-18,Decision - Unanimous,Chris Tognoni,3,3,light heavyweight,f1,7 of 25,0 of 0,0:00,79 of 144,"Jul 14, 1988",0 of 0,9 of 36,190.5,0,63 of 83,187.96,Record: 17-7-0,0,3.3,79 of 144,54%,5.61,Orthodox,55%,54%,0.0,0,0 of 0,0,20%,0.17,58%,79 of 144,92.99,2 of 8,0 of 0,0:00,8 of 33,"Apr 03, 1988",0 of 0,0 of 13,177.8,0,6 of 12,185.42,Record: 11-5-0,0,3.3,8 of 33,24%,2.62,Orthodox,56%,35%,0.4,0,0 of 3,0%,40%,1.78,48%,8 of 33,92.99,M,2023
5:00,Alexander Hernandez,Jim Miller,2023-02-18,Decision - Unanimous,Herb Dean,3,3,lightweight,f1,39 of 50,3 of 3,0:23,98 of 223,"Oct 01, 1992",7 of 8,62 of 169,175.26,0,7 of 15,182.88,Record: 14-8-0,1,4.66,108 of 234,46%,4.33,Orthodox,41%,55%,0.1,0,0 of 1,0%,31%,1.06,59%,111 of 238,65.77,16 of 25,3 of 3,0:23,64 of 182,"Aug 30, 1983",0 of 0,32 of 137,172.72,0,19 of 23,180.34,Record: 37-18-0 (1 NC),0,3.5,67 of 185,36%,2.99,Southpaw,42%,56%,1.7,1,0 of 1,0%,44%,1.53,47%,68 of 186,70.31,M,2023
0:38,Nazim Sadykhov,Evan Elder,2023-02-18,KO/TKO,Mark Smith,3,3,lightweight,f1,19 of 20,10 of 14,0:19,54 of 118,"May 16, 1994",0 of 0,38 of 103,177.8,0,7 of 9,175.26,Record: 9-1-1,0,5.72,64 of 132,48%,4.94,Southpaw,48%,48%,0.3,0,1 of 1,100%,62%,1.71,75%,71 of 141,70.31,36 of 46,10 of 13,0:19,60 of 129,"Apr 11, 1997",0 of 0,25 of 87,177.8,1,9 of 9,182.88,Record: 8-2-0,0,5.0,70 of 142,49%,4.75,Switch,48%,57%,0.4,0,1 of 6,16%,22%,0.74,28%,84 of 158,70.31,M,2023
4:45,Mayra Bueno Silva,Lina Lansberg,2023-02-18,Submission,Jacob Montalvo,2,3,bantamweight,f1,17 of 20,11 of 13,5:09,21 of 47,"Aug 22, 1991",7 of 9,13 of 38,167.64,0,9 of 11,167.64,Record: 10-3-1 (1 NC),0,4.86,39 of 69,56%,3.84,Orthodox,57%,53%,1.6,1,2 of 3,66%,38%,0.68,68%,58 of 90,61.23,7 of 7,7 of 7,5:09,18 of 43,"Mar 13, 1982",0 of 0,16 of 41,170.18,0,2 of 2,165.1,Record: 10-8-0,1,3.87,25 of 50,50%,2.69,Orthodox,55%,44%,0.1,0,0 of 0,0,27%,0.52,47%,40 of 72,61.23,M,2023
5:00,Jamall Emmers,Khusein Askhabov,2023-02-18,Decision - Unanimous,Chris Tognoni,3,3,featherweight,f1,18 of 26,10 of 12,4:45,44 of 119,"Jul 24, 1989",8 of 13,27 of 82,177.8,0,17 of 36,187.96,Record: 20-8-0,0,4.05,62 of 144,43%,5.3,Orthodox,48%,57%,0.2,0,1 of 3,33%,40%,1.83,90%,79 of 170,65.77,7 of 9,5 of 10,4:45,25 of 104,"Feb 13, 1995",0 of 0,15 of 88,172.72,0,8 of 17,175.26,Record: 23-1-0,2,4.13,30 of 114,26%,2.0,Orthodox,26%,56%,0.0,0,0 of 6,0%,0%,0.0,66%,40 of 127,65.77,M,2023
0:49,Philipe Lins,Ovince Saint Preux,2023-02-18,KO/TKO,Mark Smith,1,3,light heavyweight,f1,1 of 1,4 of 5,0:02,13 of 38,"Aug 17, 1985",1 of 1,17 of 43,187.96,1,0 of 0,198.12,Record: 18-5-0,0,3.59,18 of 44,40%,3.8,Orthodox,49%,46%,0.0,0,0 of 0,0,33%,1.65,100%,18 of 44,92.99,0 of 0,0 of 0,0:02,1 of 3,"Apr 08, 1983",0 of 0,0 of 1,190.5,0,1 of 2,203.2,Record: 27-17-0,0,3.32,1 of 3,33%,3.03,Southpaw,47%,47%,0.5,0,0 of 0,0,36%,1.1,67%,1 of 3,92.99,M,2023
1:37,AJ Fletcher,Themba Gorimbo,2023-02-18,Submission,Jacob Montalvo,2,3,welterweight,f1,0 of 1,1 of 1,3:21,1 of 7,"Feb 18, 1997",5 of 9,6 of 13,177.8,0,1 of 3,170.18,Record: 10-3-0,1,4.61,7 of 17,41%,3.36,Switch,49%,46%,0.9,1,0 of 0,0,35%,1.54,33%,23 of 35,77.11,3 of 3,1 of 1,3:21,5 of 9,"Jan 23, 1991",0 of 0,2 of 6,185.42,0,1 of 1,195.58,Record: 13-4-0,1,1.08,6 of 10,60%,2.53,Orthodox,69%,46%,0.0,0,2 of 2,100%,58%,4.04,78%,15 of 26,77.11,M,2023
3:13,Clayton Carpenter,Juancamilo Ronderos,2023-02-18,Submission,Chris Tognoni,1,3,flyweight,f1,1 of 1,0 of 0,1:19,3 of 5,"Jun 09, 1996",0 of 0,2 of 4,167.64,0,0 of 0,167.64,Record: 7-0-0,1,2.85,3 of 5,60%,4.5,Orthodox,51%,60%,2.5,3,0 of 0,0,50%,2.47,0%,3 of 5,56.7,0 of 0,0 of 0,1:19,1 of 4,"Feb 17, 1995",0 of 3,0 of 6,160.02,0,1 of 1,162.56,Record: 4-2-0,0,2.18,1 of 7,14%,2.18,Southpaw,30%,63%,0.0,0,1 of 1,100%,33%,2.72,0%,46 of 56,56.7,M,2023
5:00,Islam Makhachev,Alexander Volkanovski,2023-02-11,Decision - Unanimous,Marc Goddard,5,5,lightweight,f1,18 of 20,12 of 13,7:37,45 of 82,"Oct 27, 1991",0 of 0,36 of 72,177.8,0,3 of 3,177.8,Record: 25-1-0,0,1.27,57 of 95,60%,2.46,Southpaw,60%,61%,1.0,0,4 of 9,44%,60%,3.17,90%,95 of 135,70.31,21 of 33,6 of 10,7:37,58 of 125,"Sep 29, 1988",6 of 8,37 of 96,167.64,1,12 of 14,180.34,Record: 26-4-0,0,3.44,70 of 143,48%,6.16,Orthodox,56%,58%,0.2,0,0 of 4,0%,37%,1.78,70%,164 of 255,65.77,M,2023
4:19,Yair Rodriguez,Josh Emmett,2023-02-11,Submission,Jason Herzog,2,5,featherweight,f1,18 of 22,7 of 9,0:00,47 of 87,"Oct 06, 1992",8 of 11,36 of 76,180.34,0,8 of 9,180.34,Record: 16-5-0 (1 NC),0,3.99,62 of 107,57%,4.65,Orthodox,46%,52%,0.7,1,0 of 0,0,27%,0.69,58%,98 of 143,65.77,4 of 7,1 of 2,0:00,13 of 40,"Mar 04, 1985",8 of 10,17 of 44,167.64,0,1 of 1,177.8,Record: 19-4-0,0,4.61,22 of 52,42%,4.04,Orthodox,36%,61%,0.1,0,1 of 4,25%,37%,0.91,46%,35 of 72,65.77,M,2023
2:13,Jack Della Maddalena,Randy Brown,2023-02-11,Submission,Marc Goddard,1,3,welterweight,f1,1 of 2,2 of 2,0:15,5 of 18,"Sep 10, 1996",7 of 11,9 of 23,180.34,1,4 of 6,185.42,Record: 17-2-0,0,4.27,14 of 31,45%,6.74,Switch,53%,66%,0.2,1,0 of 0,0,16%,0.21,70%,18 of 35,77.11,2 of 3,0 of 0,0:15,11 of 39,"Jul 08, 1990",0 of 0,6 of 33,190.5,0,3 of 3,198.12,Record: 18-5-0,0,3.33,11 of 39,28%,4.37,Orthodox,46%,54%,0.5,0,0 of 0,0,39%,0.78,74%,11 of 39,77.11,M,2023
1:06,Justin Tafa,Parker Porter,2023-02-11,KO/TKO,Jason Herzog,1,3,heavyweight,f1,2 of 3,3 of 4,0:00,5 of 12,"Dec 13, 1993",0 of 0,6 of 13,182.88,1,0 of 0,187.96,Record: 7-4-0 (1 NC),0,5.02,8 of 16,50%,4.09,Southpaw,54%,47%,0.0,0,0 of 0,0,0%,0.0,50%,8 of 16,119.75,0 of 1,0 of 1,0:00,7 of 15,"Apr 22, 1985",0 of 0,5 of 13,182.88,0,2 of 2,190.5,Record: 14-9-0,0,6.32,7 of 16,43%,6.55,Orthodox,50%,51%,0.5,0,0 of 0,0,26%,1.35,66%,7 of 16,120.2,M,2023
5:00,Jimmy Crute,Alonzo Menifield,2023-02-11,Decision - Split,Marc Goddard,3,3,light heavyweight,0,1 of 1,4 of 4,3:55,42 of 67,"Mar 04, 1996",10 of 12,53 of 80,187.96,2,2 of 2,187.96,Record: 12-4-1,0,3.04,56 of 83,67%,3.68,Orthodox,54%,44%,2.0,0,0 of 0,0,57%,4.84,60%,99 of 127,92.99,2 of 2,5 of 5,3:55,23 of 54,"Oct 18, 1987",3 of 3,27 of 58,182.88,0,2 of 2,193.04,Record: 15-4-1,0,3.57,31 of 62,50%,3.92,Orthodox,57%,49%,0.3,3,6 of 12,50%,33%,0.67,75%,62 of 103,92.99,M,2023
5:00,Modestas Bukauskas,Tyson Pedro,2023-02-11,Decision - Unanimous,Steve Perceval,3,3,light heavyweight,f1,12 of 13,10 of 14,0:57,34 of 95,"Feb 10, 1994",0 of 0,25 of 88,190.5,0,7 of 8,198.12,Record: 15-6-0,0,3.87,44 of 109,40%,3.28,Switch,41%,50%,0.0,0,0 of 0,0,0%,0.0,71%,56 of 121,92.99,20 of 27,5 of 6,0:57,39 of 74,"Sep 17, 1991",1 of 1,18 of 45,190.5,0,7 of 9,200.66,Record: 10-5-0,0,2.39,45 of 81,55%,2.9,Orthodox,59%,56%,0.8,0,2 of 3,66%,30%,0.76,50%,54 of 90,92.99,M,2023
2:02,Josh Culibao,Melsik Baghdasaryan,2023-02-11,Submission,Peter Hickmott,2,3,featherweight,f1,3 of 8,1 of 2,0:14,15 of 43,"May 24, 1994",0 of 0,3 of 24,177.8,0,10 of 13,185.42,Record: 11-3-1,0,3.24,16 of 45,35%,3.2,Orthodox,42%,56%,0.3,1,0 of 0,0,0%,0.0,67%,16 of 45,65.77,8 of 10,2 of 3,0:14,24 of 41,"Jan 28, 1992",0 of 0,6 of 19,175.26,0,12 of 15,177.8,Record: 8-2-0,0,3.06,26 of 44,59%,5.28,Southpaw,61%,58%,0.0,0,0 of 0,0,0%,0.0,72%,26 of 44,65.77,M,2023
0:59,Kleydson Rodrigues,Shannon Ross,2023-02-11,KO/TKO,Matt Wynne,1,3,flyweight,f1,3 of 3,5 of 7,0:00,9 of 14,"Oct 22, 1995",0 of 1,8 of 16,165.1,1,3 of 3,170.18,Record: 8-4-0,0,2.29,14 of 22,63%,4.58,Orthodox,57%,53%,0.6,0,0 of 0,0,22%,0.6,53%,16 of 24,61.23,0 of 0,0 of 0,0:00,1 of 4,"May 12, 1989",0 of 0,0 of 1,167.64,0,1 of 3,167.64,Record: 13-9-0,0,7.39,1 of 4,25%,5.96,Switch,39%,55%,0.0,0,0 of 0,0,0%,0.0,100%,1 of 4,56.7,M,2023
5:00,Jamie Mullarkey,Francisco Prado,2023-02-11,Decision - Unanimous,Marc Goddard,3,3,lightweight,f1,13 of 14,0 of 0,4:47,49 of 92,"Aug 17, 1994",10 of 12,28 of 70,182.88,0,18 of 20,187.96,Record: 17-8-0,0,4.53,59 of 104,56%,4.39,Orthodox,46%,53%,0.1,0,3 of 4,75%,34%,2.31,78%,78 of 126,70.31,4 of 10,0 of 0,4:47,28 of 75,"Jun 16, 2002",0 of 0,18 of 58,177.8,0,6 of 7,175.26,Record: 12-2-0,1,5.66,28 of 75,37%,4.58,Orthodox,41%,52%,0.4,1,0 of 2,0%,0%,0.0,25%,31 of 78,70.31,M,2023
5:00,Jack Jenkins,Don Shainis,2023-02-11,Decision - Unanimous,Jason Herzog,3,3,featherweight,f1,23 of 26,21 of 24,6:00,53 of 90,"Nov 03, 1993",8 of 9,45 of 81,170.18,0,14 of 16,172.72,Record: 12-3-0,0,3.07,82 of 123,66%,4.43,Switch,61%,59%,0.0,0,4 of 5,80%,69%,2.56,75%,100 of 150,65.77,17 of 23,14 of 21,6:00,29 of 73,"Sep 16, 1990",7 of 8,26 of 68,167.64,0,7 of 11,170.18,Record: 12-5-0,2,5.87,50 of 102,49%,3.42,Orthodox,50%,31%,1.9,2,1 of 3,33%,25%,0.97,20%,128 of 187,65.77,M,2023
0:44,Loma Lookboonmee,Elise Reed,2023-02-11,Submission,Steve Perceval,2,3,strawweight,f1,6 of 9,4 of 5,0:36,12 of 20,"Jan 18, 1996",1 of 2,5 of 8,154.94,0,6 of 10,154.94,Record: 9-3-0,0,2.48,17 of 27,62%,4.1,Orthodox,57%,53%,0.1,1,2 of 3,66%,50%,1.9,72%,22 of 34,52.16,1 of 2,5 of 6,0:36,7 of 18,"Dec 05, 1992",5 of 5,12 of 23,160.02,0,4 of 4,160.02,Record: 7-4-0,1,3.06,17 of 29,58%,2.66,Orthodox,49%,52%,0.0,0,0 of 0,0,60%,0.58,42%,41 of 60,52.16,M,2023
5:00,Blake Bilder,Shane Young,2023-02-11,Decision - Unanimous,Peter Hickmott,3,3,featherweight,f1,11 of 17,3 of 5,1:43,107 of 182,"Jul 12, 1990",1 of 3,62 of 134,172.72,0,38 of 39,172.72,Record: 8-2-1,0,4.15,111 of 190,58%,3.81,Switch,48%,53%,0.6,0,1 of 7,14%,7%,0.31,71%,126 of 206,65.77,21 of 28,1 of 2,1:43,79 of 194,"Jul 31, 1993",0 of 0,42 of 151,172.72,0,17 of 17,182.88,Record: 13-8-0,0,5.46,80 of 196,40%,5.19,Orthodox,40%,52%,0.0,0,0 of 3,0%,18%,0.63,64%,81 of 197,65.77,M,2023
5:00,Elves Brener,Zubaira Tukhugov,2023-02-11,Decision - Split,Matt Wynne,3,3,lightweight,f1,23 of 35,3 of 4,0:00,66 of 153,"Sep 27, 1997",0 of 0,30 of 101,177.8,0,16 of 21,182.88,Record: 16-4-0,0,4.82,69 of 157,43%,4.19,Orthodox,47%,52%,0.0,0,0 of 3,0%,31%,1.59,75%,82 of 170,70.31,4 of 7,2 of 2,0:00,68 of 167,"Jan 15, 1991",0 of 0,64 of 160,172.72,0,2 of 2,172.72,Record: 20-6-1,0,3.07,70 of 169,41%,3.17,Orthodox,39%,63%,0.0,0,0 of 4,0%,39%,2.13,100%,73 of 172,70.31,M,2023
3:05,Serghei Spivac,Derrick Lewis,2023-02-04,Submission,Marc Goddard,1,5,heavyweight,f1,0 of 0,0 of 0,2:32,0 of 3,"Jan 24, 1995",12 of 18,12 of 21,190.5,0,0 of 0,198.12,Record: 16-4-0,0,3.79,12 of 21,57%,3.54,Orthodox,49%,49%,0.5,1,6 of 8,75%,64%,4.56,70%,36 of 54,117.93,0 of 1,0 of 0,2:32,0 of 3,"Feb 07, 1985",0 of 0,0 of 2,190.5,0,0 of 0,200.66,Record: 28-12-0 (1 NC),0,2.48,0 of 3,0%,2.48,Orthodox,50%,40%,0.0,0,0 of 0,0,26%,0.57,52%,0 of 3,117.93,M,2023
5:00,Devin Clark,Da Woon Jung,2023-02-04,Decision - Unanimous,Keith Peterson,3,3,light heavyweight,f1,5 of 6,11 of 14,5:02,26 of 52,"Apr 12, 1990",2 of 4,22 of 51,182.88,0,12 of 13,190.5,Record: 14-9-0,0,3.24,39 of 70,55%,3.03,Orthodox,54%,44%,0.1,0,3 of 11,27%,32%,2.17,58%,96 of 136,92.99,6 of 9,11 of 16,5:02,7 of 36,"Dec 07, 1993",0 of 0,11 of 42,193.04,0,1 of 1,198.12,Record: 15-5-1,0,3.89,18 of 52,34%,3.49,Orthodox,43%,51%,0.2,0,1 of 5,20%,50%,1.9,77%,43 of 78,92.99,M,2023
5:00,Marcin Tybura,Blagoy Ivanov,2023-02-04,Decision - Unanimous,Mark Smith,3,3,heavyweight,f1,19 of 24,0 of 0,4:55,39 of 102,"Nov 09, 1985",1 of 1,12 of 70,190.5,0,9 of 9,198.12,Record: 25-8-0,0,3.35,40 of 103,38%,3.6,Orthodox,48%,55%,0.1,0,1 of 1,100%,33%,1.43,79%,61 of 133,112.94,10 of 15,0 of 1,4:55,34 of 112,"Oct 09, 1986",0 of 0,24 of 98,180.34,0,0 of 0,185.42,Record: 19-6-0 (1 NC),0,4.2,34 of 113,30%,3.25,Southpaw,40%,53%,0.1,0,0 of 0,0,40%,0.69,61%,34 of 113,113.4,M,2023
5:00,Dooho Choi,Kyle Nelson,2023-02-04,Decision - Split,Chris Tognoni,3,3,featherweight,0,7 of 10,3 of 4,5:34,17 of 54,"Apr 10, 1991",0 of 0,10 of 41,177.8,0,3 of 7,177.8,Record: 14-4-1,0,4.91,20 of 58,34%,4.74,Orthodox,53%,54%,0.0,0,5 of 10,50%,20%,0.29,50%,39 of 80,65.77,23 of 24,2 of 2,5:34,27 of 54,"Apr 20, 1991",21 of 22,11 of 37,180.34,0,16 of 17,180.34,Record: 16-5-1,1,4.69,50 of 78,64%,3.65,Switch,45%,52%,0.6,0,0 of 0,0,20%,1.1,73%,79 of 114,65.77,M,2023
4:36,Adam Fugitt,Yusaku Kinoshita,2023-02-04,KO/TKO,Keith Peterson,1,3,welterweight,f1,4 of 7,4 of 4,2:53,11 of 22,"Jan 12, 1989",6 of 7,16 of 23,185.42,0,1 of 3,195.58,Record: 9-4-0,0,5.13,21 of 33,63%,4.3,Southpaw,54%,48%,0.0,0,4 of 7,57%,33%,3.43,50%,33 of 54,77.11,1 of 1,0 of 0,2:53,10 of 24,"Aug 21, 2000",0 of 0,6 of 20,182.88,0,3 of 3,180.34,Record: 6-3-0,0,5.12,10 of 24,41%,4.65,Southpaw,50%,51%,0.0,0,0 of 1,0%,0%,0.0,50%,11 of 25,77.11,M,2023
