end_time,f1,f2,fight_date,method,referee,round,time_format,weightclass,winner,f1_body,f1_clinch,f1_control,f1_distance,f1_dob,f1_ground,f1_head,f1_height,f1_kd,f1_leg,f1_reach,f1_record,f1_rev,f1_sapm,f1_sig_str,f1_sig_str_%,f1_slpm,f1_stance,f1_str__acc_,f1_str__def,f1_sub__avg_,f1_sub_att,f1_td,f1_td_%,f1_td_acc_,f1_td_avg_,f1_td_def_,f1_total_str,f1_weight,f2_body,f2_clinch,f2_control,f2_distance,f2_dob,f2_ground,f2_head,f2_height,f2_kd,f2_leg,f2_reach,f2_record,f2_rev,f2_sapm,f2_sig_str,f2_sig_str_%,f2_slpm,f2_stance,f2_str__acc_,f2_str__def,f2_sub__avg_,f2_sub_att,f2_td,f2_td_%,f2_td_acc_,f2_td_avg_,f2_td_def_,f2_total_str,f2_weight,gender,year
4:59,Jose Aldo,Chad Mendes,2012-01-14,KO/TKO,Mario Yamasaki,1,5,featherweight,f1,1 of 1,1 of 2,0:02,7 of 18,"Sep 09, 1986",3 of 3,6 of 14,170.18,1,4 of 8,177.8,Record: 32-8-0,0,3.73,11 of 23,47%,3.63,Orthodox,46%,60%,0.1,0,0 of 0,0,53%,0.51,91%,15 of 27,61.23,1 of 1,4 of 4,0:02,9 of 19,"May 01, 1985",0 of 0,1 of 9,167.64,0,11 of 13,167.64,Record: 18-5-0,0,2.35,13 of 23,56%,2.78,Orthodox,49%,67%,0.3,0,0 of 7,0%,55%,4.13,100%,18 of 28,65.77,M,2012
4:49,Vitor Belfort,Anthony Johnson,2012-01-14,Submission,Dan Miragliotta,1,3,middleweight,f1,0 of 1,1 of 6,1:12,2 of 10,"Apr 01, 1977",11 of 13,14 of 28,182.88,0,0 of 0,187.96,Record: 26-14-0 (1 NC),0,2.83,14 of 29,48%,1.59,Southpaw,46%,50%,0.6,1,0 of 0,0,60%,1.02,53%,37 of 54,83.91,1 of 1,0 of 1,1:12,3 of 11,"Mar 06, 1984",1 of 4,3 of 14,187.96,0,0 of 1,198.12,Record: 22-6-0,0,1.83,4 of 16,25%,3.25,Orthodox,47%,60%,0.6,0,2 of 8,25%,57%,2.43,77%,14 of 28,92.99,M,2012
1:03,Rousimar Palhares,Mike Massenzio,2012-01-14,Submission,Leon Roberts,1,3,middleweight,f1,0 of 0,0 of 1,0:01,4 of 7,"Feb 26, 1980",0 of 0,0 of 3,172.72,0,4 of 5,180.34,Record: 19-8-0,0,2.04,4 of 8,50%,1.75,Orthodox,51%,59%,4.1,1,0 of 1,0%,45%,3.93,0%,4 of 8,77.11,0 of 0,0 of 0,0:01,0 of 6,"Nov 01, 1982",0 of 0,0 of 5,187.96,0,0 of 1,185.42,Record: 13-9-0,0,3.59,0 of 6,0%,2.08,Southpaw,45%,54%,1.4,0,0 of 0,0,24%,2.74,50%,0 of 6,83.91,M,2012
2:02,Edson Barboza,Terry Etim,2012-01-14,KO/TKO,Dan Miragliotta,3,3,lightweight,f1,10 of 36,4 of 4,0:01,43 of 125,"Jan 21, 1986",0 of 0,14 of 61,180.34,1,23 of 32,190.5,Record: 24-12-0,0,4.65,47 of 129,36%,4.11,Orthodox,44%,56%,0.1,0,0 of 0,0,50%,0.45,72%,47 of 129,65.77,3 of 5,2 of 2,0:01,24 of 103,"Jan 11, 1986",0 of 0,15 of 91,185.42,0,8 of 9,185.42,Record: 16-5-0,0,2.53,26 of 105,24%,2.16,Orthodox,35%,67%,1.4,0,2 of 6,33%,30%,0.43,39%,26 of 105,70.31,M,2012
5:00,Thiago Tavares,Sam Stout,2012-01-14,Decision - Unanimous,Mario Yamasaki,3,3,lightweight,f1,24 of 30,1 of 1,2:24,49 of 127,"Nov 08, 1984",0 of 0,22 of 92,170.18,0,4 of 6,177.8,Record: 21-7-1,0,2.31,50 of 128,39%,2.0,Orthodox,40%,62%,1.5,0,2 of 11,18%,42%,3.83,62%,57 of 136,65.77,22 of 27,5 of 7,2:24,40 of 165,"Apr 23, 1984",0 of 0,18 of 137,175.26,0,5 of 8,177.8,Record: 20-12-1,0,4.08,45 of 172,26%,4.17,Orthodox,28%,57%,0.1,0,0 of 0,0,38%,0.63,77%,52 of 179,70.31,M,2012
3:22,Gabriel Gonzaga,Ednaldo Oliveira,2012-01-14,Submission,Dan Miragliotta,1,3,heavyweight,f1,2 of 2,0 of 0,1:21,1 of 6,"May 18, 1979",1 of 1,0 of 5,187.96,0,0 of 0,193.04,Record: 17-11-0,0,2.94,2 of 7,28%,2.12,Orthodox,45%,57%,1.1,1,2 of 2,100%,39%,2.8,66%,4 of 9,109.77,0 of 2,0 of 0,1:21,0 of 14,"Feb 19, 1984",0 of 0,0 of 12,195.58,0,0 of 0,201.13,Record: 17-3-1 (1 NC),0,1.8,0 of 14,0%,1.03,Orthodox,22%,52%,0.0,0,0 of 0,0,0%,0.0,42%,0 of 14,92.99,M,2012
5:00,Iuri Alcantara,Michihiro Omigawa,2012-01-14,Decision - Unanimous,Leon Roberts,3,3,featherweight,f1,13 of 15,2 of 2,4:19,44 of 121,"Aug 04, 1980",14 of 14,46 of 121,175.26,0,1 of 1,180.34,Record: 35-10-0 (1 NC),0,2.79,60 of 137,43%,2.72,Southpaw,45%,49%,0.8,2,0 of 0,0,62%,1.44,60%,101 of 181,61.23,4 of 6,1 of 1,4:19,23 of 47,"Dec 19, 1975",0 of 0,20 of 42,167.64,0,0 of 0,172.72,Record: 17-14-1,1,3.06,24 of 48,50%,2.01,Orthodox,39%,64%,1.5,0,1 of 4,25%,36%,1.19,49%,74 of 107,65.77,M,2012
1:22,Mike Pyle,Ricardo Funch,2012-01-14,KO/TKO,Mario Yamasaki,1,3,welterweight,f1,3 of 3,2 of 2,0:03,6 of 16,"Sep 18, 1975",3 of 6,6 of 19,182.88,1,2 of 2,187.96,Record: 27-14-1,0,2.84,11 of 24,45%,2.74,Orthodox,45%,60%,1.5,0,0 of 0,0,35%,1.8,70%,14 of 27,77.11,0 of 1,0 of 0,0:03,2 of 8,"Aug 14, 1980",0 of 0,1 of 6,177.8,0,1 of 1,187.96,Record: 9-6-0,0,3.57,2 of 8,25%,2.61,Southpaw,65%,40%,0.0,0,0 of 0,0,18%,1.24,60%,4 of 10,77.11,M,2012
5:00,Felipe Arantes,Antonio Carvalho,2012-01-14,Decision - Unanimous,Leon Roberts,3,3,featherweight,f1,9 of 11,2 of 5,2:47,47 of 110,"Feb 09, 1988",4 of 7,36 of 100,172.72,0,8 of 11,185.42,Record: 18-10-1 (2 NC),0,2.66,53 of 122,43%,2.37,Orthodox,45%,64%,0.7,0,0 of 0,0,47%,0.93,41%,72 of 144,61.23,8 of 12,4 of 6,2:47,30 of 140,"May 30, 1979",3 of 7,21 of 131,175.26,0,8 of 10,177.8,Record: 15-6-0,0,3.62,37 of 153,24%,3.03,Orthodox,29%,64%,0.0,0,0 of 3,0%,0%,0.0,100%,65 of 185,65.77,M,2012
2:26,Alistair Overeem,Brock Lesnar,2011-12-30,KO/TKO,Mario Yamasaki,1,5,heavyweight,f1,8 of 8,11 of 11,0:16,4 of 4,"May 17, 1980",4 of 9,11 of 16,193.04,1,0 of 0,203.2,Record: 47-19-0 (1 NC),0,2.44,19 of 24,79%,3.67,Orthodox,64%,57%,0.8,0,0 of 0,0,55%,1.42,73%,20 of 25,120.2,1 of 1,1 of 1,0:16,5 of 17,"Jul 12, 1977",0 of 0,3 of 14,190.5,0,2 of 3,205.74,Record: 5-3-0 (1 NC),0,2.11,6 of 18,33%,3.53,Orthodox,72%,50%,0.5,0,0 of 1,0%,55%,3.9,60%,8 of 20,120.2,M,2011
5:00,Nate Diaz,Donald Cerrone,2011-12-30,Decision - Unanimous,Herb Dean,3,3,lightweight,f1,37 of 45,10 of 17,1:04,228 of 345,"Apr 16, 1985",0 of 0,199 of 315,182.88,0,2 of 2,193.04,Record: 22-13-0,0,3.77,238 of 362,65%,4.57,Southpaw,45%,52%,1.3,0,0 of 2,0%,30%,1.05,41%,260 of 391,77.11,23 of 26,12 of 14,1:04,84 of 168,"Mar 29, 1983",0 of 0,56 of 136,185.42,0,17 of 20,185.42,Record: 36-17-0 (2 NC),0,4.48,96 of 182,52%,4.41,Orthodox,46%,53%,1.2,0,0 of 0,0,33%,1.16,73%,104 of 193,70.31,M,2011
0:12,Johny Hendricks,Jon Fitch,2011-12-30,KO/TKO,Steve Mazzagatti,1,3,welterweight,f1,0 of 0,0 of 0,0:02,1 of 1,"Sep 12, 1983",1 of 1,2 of 2,175.26,1,0 of 0,175.26,Record: 18-8-0,0,3.99,2 of 2,100%,3.49,Southpaw,45%,53%,0.3,0,0 of 0,0,46%,3.83,63%,2 of 2,83.91,0 of 0,0 of 0,0:02,0 of 1,"Feb 24, 1978",0 of 0,0 of 1,182.88,0,0 of 0,187.96,Record: 30-7-1 (1 NC),0,1.65,0 of 1,0%,2.61,Orthodox,50%,54%,0.8,0,0 of 0,0,51%,3.6,56%,0 of 1,77.11,M,2011
2:13,Alexander Gustafsson,Vladimir Matyushenko,2011-12-30,KO/TKO,Yves Lavigne,1,3,light heavyweight,f1,1 of 1,0 of 0,0:04,6 of 15,"Jan 15, 1987",4 of 6,7 of 17,195.58,1,2 of 3,200.66,Record: 18-8-0,0,3.53,10 of 21,47%,4.03,Orthodox,40%,51%,0.4,0,0 of 0,0,39%,1.53,83%,14 of 26,92.99,1 of 1,0 of 0,0:04,5 of 8,"Jan 04, 1971",0 of 0,4 of 7,182.88,0,0 of 0,187.96,Record: 27-8-0,0,1.62,5 of 8,62%,1.9,Orthodox,44%,59%,0.1,0,0 of 0,0,46%,3.25,70%,7 of 11,92.99,M,2011
5:00,Jimy Hettes,Nam Phan,2011-12-30,Decision - Unanimous,Herb Dean,3,3,featherweight,f1,11 of 12,8 of 11,11:51,13 of 26,"Jun 09, 1987",60 of 78,69 of 102,175.26,0,1 of 1,180.34,Record: 11-3-0,0,3.5,81 of 115,70%,3.47,Southpaw,57%,57%,1.4,2,11 of 20,55%,44%,5.2,61%,221 of 275,65.77,4 of 7,1 of 2,11:51,14 of 37,"Mar 13, 1983",1 of 3,11 of 34,167.64,0,1 of 1,177.8,Record: 21-17-0,0,6.55,16 of 42,38%,4.52,Orthodox,37%,59%,0.2,0,0 of 0,0,18%,0.18,60%,25 of 52,61.23,M,2011
5:00,Ross Pearson,Junior Assuncao,2011-12-30,Decision - Unanimous,Mario Yamasaki,3,3,featherweight,f1,16 of 23,13 of 18,1:56,39 of 71,"Sep 26, 1984",0 of 0,28 of 55,172.72,0,8 of 11,175.26,Record: 20-16-0 (1 NC),0,4.09,52 of 89,58%,3.68,Orthodox,40%,62%,0.0,0,1 of 1,100%,35%,0.74,75%,87 of 127,70.31,8 of 12,10 of 13,1:56,32 of 53,"Jun 24, 1981",1 of 3,32 of 52,175.26,0,3 of 5,182.88,Record: 16-6-0,0,2.06,43 of 69,62%,3.31,Orthodox,62%,44%,0.7,0,3 of 18,16%,24%,2.43,66%,50 of 77,65.77,M,2011
5:00,Danny Castillo,Anthony Njokuani,2011-12-30,Decision - Split,Steve Mazzagatti,3,3,lightweight,f1,4 of 6,24 of 25,8:04,8 of 43,"Aug 25, 1979",1 of 3,11 of 45,175.26,0,18 of 20,180.34,Record: 17-10-0,0,1.96,33 of 71,46%,2.57,Orthodox,42%,62%,0.2,0,6 of 18,33%,38%,2.95,63%,59 of 102,70.31,15 of 21,10 of 14,8:04,34 of 84,"Mar 01, 1980",0 of 0,22 of 70,185.42,0,7 of 7,190.5,Record: 16-12-0 (1 NC),1,2.41,44 of 98,44%,3.94,Orthodox,46%,65%,0.2,1,0 of 2,0%,45%,0.5,53%,67 of 122,70.31,M,2011
5:00,Dong Hyun Kim,Sean Pierson,2011-12-30,Decision - Unanimous,Yves Lavigne,3,3,welterweight,f1,5 of 6,2 of 2,2:08,50 of 119,"Nov 17, 1981",1 of 3,28 of 89,187.96,1,20 of 29,193.04,Record: 22-4-1 (1 NC),0,1.89,53 of 124,42%,2.12,Southpaw,49%,58%,0.6,0,2 of 4,50%,43%,2.93,71%,61 of 134,77.11,4 of 7,5 of 7,2:08,25 of 112,"Mar 10, 1976",2 of 2,18 of 101,182.88,0,10 of 13,193.04,Record: 14-6-0,0,3.73,32 of 121,26%,3.84,Southpaw,39%,64%,0.4,0,0 of 2,0%,18%,0.39,66%,54 of 145,77.11,M,2011
5:00,Jacob Volkmann,Efrain Escudero,2011-12-30,Decision - Unanimous,Herb Dean,3,3,lightweight,f1,3 of 3,1 of 1,11:21,3 of 17,"Sep 05, 1980",13 of 17,13 of 26,175.26,0,1 of 6,180.34,Record: 19-7-0,0,1.78,17 of 35,48%,1.19,Southpaw,34%,52%,2.0,2,3 of 9,33%,48%,3.19,52%,85 of 108,70.31,1 of 2,4 of 5,11:21,2 of 12,"Jan 15, 1986",1 of 1,5 of 14,175.26,0,1 of 2,180.34,Record: 28-12-0,0,2.3,7 of 18,38%,2.92,Orthodox,44%,63%,0.8,4,0 of 0,0,40%,1.31,66%,53 of 64,70.31,M,2011
5:00,Diego Nunes,Manvel Gamburyan,2011-12-30,Decision - Unanimous,Steve Mazzagatti,3,3,featherweight,f1,13 of 22,8 of 11,0:55,34 of 80,"Nov 30, 1982",0 of 0,9 of 44,167.64,0,20 of 25,170.18,Record: 19-7-0,0,2.59,42 of 91,46%,2.72,Orthodox,43%,58%,0.6,0,0 of 0,0,44%,1.18,65%,42 of 91,65.77,3 of 6,9 of 15,0:55,7 of 38,"May 08, 1981",3 of 3,12 of 46,165.1,0,4 of 4,170.18,Record: 15-10-0 (1 NC),0,2.83,19 of 56,33%,2.13,Orthodox,41%,55%,0.7,0,2 of 17,11%,34%,3.26,69%,25 of 63,61.23,M,2011
4:26,Jon Jones,Lyoto Machida,2011-12-10,Submission,John McCarthy,2,5,light heavyweight,f1,6 of 13,7 of 9,1:27,14 of 40,"Jul 19, 1987",3 of 4,6 of 21,193.04,1,12 of 19,213.36,Record: 27-1-0 (1 NC),0,2.22,24 of 53,45%,4.29,Orthodox,57%,64%,0.5,1,1 of 2,50%,45%,1.93,95%,26 of 55,112.49,2 of 4,0 of 3,1:27,13 of 35,"May 30, 1978",0 of 0,7 of 29,185.42,0,4 of 5,187.96,Record: 24-8-0,0,1.57,13 of 38,34%,2.59,Southpaw,53%,61%,0.4,0,0 of 1,0%,65%,1.21,75%,13 of 38,83.91,M,2011
3:38,Frank Mir,Antonio Rodrigo Nogueira,2011-12-10,Submission,Herb Dean,1,3,heavyweight,f1,3 of 3,6 of 6,1:13,0 of 2,"May 24, 1979",0 of 0,1 of 3,190.5,0,2 of 2,200.66,Record: 18-11-0,1,3.84,6 of 8,75%,2.18,Southpaw,47%,38%,2.0,1,1 of 2,50%,40%,2.02,54%,7 of 9,119.75,5 of 5,12 of 12,1:13,6 of 12,"Jun 02, 1976",3 of 3,16 of 22,190.5,0,0 of 0,195.58,Record: 34-10-1 (1 NC),1,2.4,21 of 27,77%,1.95,Orthodox,42%,55%,2.4,1,0 of 1,0%,29%,1.3,36%,42 of 48,108.86,M,2011
3:15,Rogerio Nogueira,Tito Ortiz,2011-12-10,KO/TKO,Yves Lavigne,1,3,light heavyweight,f1,28 of 31,15 of 21,1:36,2 of 15,"Jun 02, 1976",37 of 54,26 of 59,187.96,1,0 of 0,190.5,Record: 23-10-0,0,2.34,54 of 90,60%,2.43,Southpaw,35%,59%,0.8,0,0 of 0,0,44%,0.64,62%,80 of 119,92.99,2 of 3,5 of 7,1:36,4 of 10,"Jan 23, 1975",0 of 0,7 of 14,190.5,0,0 of 0,187.96,Record: 19-12-1,0,2.88,9 of 17,52%,2.59,Orthodox,46%,60%,0.6,0,0 of 1,0%,35%,2.47,54%,13 of 21,92.99,M,2011
5:00,Brian Ebersole,Claude Patrick,2011-12-10,Decision - Split,Josh Rosenthal,3,3,welterweight,f1,2 of 6,10 of 14,8:59,9 of 21,"Nov 27, 1980",4 of 4,14 of 24,182.88,0,7 of 9,185.42,Record: 51-18-1 (1 NC),0,2.14,23 of 39,58%,2.32,Southpaw,49%,56%,0.1,0,2 of 12,16%,23%,1.7,61%,53 of 74,77.11,14 of 16,25 of 32,8:59,3 of 15,"Jun 14, 1980",0 of 0,13 of 27,180.34,0,1 of 4,190.5,Record: 14-2-0,0,0.89,28 of 47,59%,1.8,Orthodox,55%,69%,1.7,3,0 of 3,0%,53%,2.32,84%,65 of 84,77.11,M,2011
0:07,Chan Sung Jung,Mark Hominick,2011-12-10,KO/TKO,Herb Dean,1,3,featherweight,f1,0 of 0,0 of 0,0:03,1 of 2,"Mar 17, 1987",5 of 8,6 of 10,170.18,1,0 of 0,182.88,Record: 17-8-0,0,4.52,6 of 10,60%,3.93,Orthodox,41%,52%,0.6,0,0 of 0,0,44%,0.7,72%,6 of 10,65.77,0 of 0,0 of 0,0:03,0 of 1,"Jul 22, 1982",0 of 0,0 of 1,172.72,0,0 of 0,172.72,Record: 20-12-0,0,4.18,0 of 1,0%,4.08,Orthodox,42%,69%,0.9,0,0 of 0,0,66%,0.25,71%,0 of 1,65.77,M,2011
0:35,Igor Pokrajac,Krzysztof Soszynski,2011-12-10,KO/TKO,Yves Lavigne,1,3,light heavyweight,f1,0 of 0,5 of 7,0:05,7 of 15,"Jan 02, 1979",9 of 9,20 of 30,182.88,1,1 of 1,187.96,Record: 28-13-0 (1 NC),0,4.26,21 of 31,67%,2.25,Orthodox,45%,40%,0.2,0,0 of 0,0,29%,0.87,51%,21 of 31,92.99,1 of 1,0 of 0,0:05,4 of 8,"Aug 02, 1977",0 of 0,3 of 7,185.42,0,0 of 0,195.58,Record: 26-12-1,0,3.13,4 of 8,50%,3.37,Open Stance,39%,58%,1.0,0,0 of 0,0,25%,0.52,71%,4 of 8,92.99,M,2011
3:11,Constantinos Philippou,Jared Hamman,2011-12-10,KO/TKO,John McCarthy,1,3,middleweight,f1,1 of 1,3 of 3,0:46,14 of 24,"Nov 29, 1979",4 of 5,20 of 31,180.34,3,0 of 0,185.42,Record: 13-5-0 (1 NC),0,2.73,21 of 32,65%,2.19,Orthodox,35%,54%,0.3,1,1 of 1,100%,42%,0.4,65%,23 of 34,83.91,2 of 2,1 of 1,0:46,8 of 24,"Mar 07, 1982",0 of 0,0 of 12,190.5,0,7 of 11,190.5,Record: 14-6-0,0,3.93,9 of 25,36%,5.15,Orthodox,42%,55%,0.0,0,0 of 1,0%,46%,1.57,30%,9 of 25,83.91,M,2011
2:58,Dennis Hallman,John Makdessi,2011-12-10,Submission,Josh Rosenthal,1,3,lightweight,f1,0 of 0,0 of 0,2:46,0 of 0,"Dec 02, 1975",20 of 32,20 of 32,175.26,0,0 of 0,182.88,Record: 53-20-2 (1 NC),0,1.96,20 of 32,62%,1.12,Orthodox,44%,43%,2.1,1,1 of 3,33%,30%,1.79,25%,40 of 54,70.31,0 of 0,0 of 0,2:46,0 of 0,"May 03, 1985",0 of 0,0 of 0,172.72,0,0 of 0,172.72,Record: 18-9-0,0,4.15,0 of 0,0,5.52,Orthodox,49%,68%,0.0,0,0 of 0,0,0%,0.0,86%,0 of 0,70.31,M,2011
5:00,Yves Jabouin,Walel Watson,2011-12-10,Decision - Split,Yves Lavigne,3,3,bantamweight,f1,5 of 11,1 of 2,1:41,32 of 88,"May 30, 1979",0 of 0,9 of 47,170.18,0,19 of 32,172.72,Record: 20-11-0,0,2.93,33 of 90,36%,3.06,Orthodox,41%,62%,0.1,0,2 of 6,33%,60%,1.94,82%,33 of 90,61.23,11 of 22,3 of 3,1:41,41 of 157,"Jul 16, 1984",3 of 3,21 of 112,180.34,0,15 of 29,190.5,Record: 14-10-0,1,3.79,47 of 163,28%,2.1,Orthodox,29%,43%,1.4,2,0 of 1,0%,0%,0.0,61%,60 of 178,61.23,M,2011
5:00,Mark Bocek,Nik Lentz,2011-12-10,Decision - Unanimous,Herb Dean,3,3,lightweight,f1,16 of 19,7 of 7,11:41,12 of 25,"Oct 24, 1981",27 of 53,23 of 59,172.72,0,7 of 7,190.5,Record: 12-5-0,0,2.32,46 of 85,54%,2.34,Orthodox,43%,60%,1.3,0,5 of 7,71%,36%,3.65,31%,102 of 143,70.31,1 of 3,4 of 4,11:41,5 of 26,"Aug 13, 1984",1 of 1,9 of 27,172.72,0,0 of 1,172.72,Record: 30-12-2 (1 NC),0,3.25,10 of 31,32%,3.44,Orthodox,47%,50%,1.2,3,0 of 0,0,32%,3.3,43%,123 of 145,65.77,M,2011
1:10,Jake Hecht,Rich Attonito,2011-12-10,KO/TKO,Josh Rosenthal,2,3,welterweight,f1,3 of 5,1 of 2,0:13,6 of 16,"Feb 09, 1984",26 of 29,27 of 38,182.88,0,3 of 4,185.42,Record: 11-4-0,0,2.76,33 of 47,70%,3.26,Orthodox,47%,56%,0.0,0,0 of 1,0%,37%,2.04,40%,44 of 59,77.11,3 of 4,0 of 1,0:13,4 of 6,"Jun 16, 1977",13 of 20,13 of 22,177.8,0,1 of 1,182.88,Record: 10-5-0,0,2.13,17 of 27,62%,2.28,Orthodox,47%,59%,0.0,0,1 of 2,50%,37%,0.74,75%,42 of 56,77.11,M,2011
4:36,John Cholish,Mitch Clarke,2011-12-10,KO/TKO,John McCarthy,2,3,lightweight,f1,3 of 7,3 of 3,2:53,35 of 55,"Dec 17, 1983",17 of 22,42 of 63,180.34,0,10 of 10,187.96,Record: 8-3-0,2,2.29,55 of 80,68%,2.65,Orthodox,49%,73%,0.4,0,1 of 6,16%,31%,1.82,78%,69 of 95,70.31,2 of 4,3 of 9,2:53,14 of 122,"Nov 24, 1985",0 of 0,10 of 120,177.8,0,5 of 7,185.42,Record: 11-5-0,0,3.27,17 of 131,12%,2.35,Orthodox,34%,47%,0.4,0,0 of 3,0%,15%,0.64,50%,25 of 139,70.31,M,2011
3:34,Michael Bisping,Jason Miller,2011-12-03,KO/TKO,Steve Mazzagatti,3,5,middleweight,f1,12 of 14,11 of 17,3:12,65 of 137,"Feb 28, 1979",26 of 38,86 of 174,185.42,0,4 of 4,190.5,Record: 30-9-0,0,2.71,102 of 192,53%,4.33,Orthodox,38%,65%,0.3,0,0 of 0,0,43%,1.05,63%,150 of 244,83.91,8 of 11,4 of 11,3:12,20 of 105,"Dec 24, 1980",3 of 3,17 of 106,185.42,0,2 of 2,190.38,Record: 23-10-0 (1 NC),0,2.3,27 of 119,22%,1.83,Orthodox,43%,49%,1.3,0,1 of 11,9%,28%,1.31,43%,38 of 131,83.91,M,2011
4:51,Diego Brandao,Dennis Bermudez,2011-12-03,Submission,Josh Rosenthal,1,3,featherweight,f1,7 of 8,2 of 4,0:26,15 of 33,"May 27, 1987",2 of 2,10 of 27,170.18,1,2 of 4,162.56,Record: 22-11-0,0,3.38,19 of 39,48%,2.94,Orthodox,47%,62%,0.6,1,1 of 1,100%,68%,3.21,80%,23 of 43,65.77,3 of 3,4 of 8,0:26,11 of 43,"Dec 13, 1986",10 of 27,22 of 75,167.64,1,0 of 0,167.64,Record: 17-9-0,0,3.07,25 of 78,32%,4.42,Orthodox,46%,59%,1.1,0,1 of 1,100%,40%,3.89,82%,31 of 84,70.31,M,2011
1:54,John Dodson,TJ Dillashaw,2011-12-03,KO/TKO,Herb Dean,1,3,bantamweight,f1,0 of 1,0 of 0,0:03,5 of 22,"Sep 26, 1984",2 of 2,6 of 21,160.02,1,1 of 2,167.64,Record: 22-12-0,0,3.58,7 of 24,29%,3.2,Orthodox,40%,61%,0.0,0,0 of 0,0,28%,0.71,82%,8 of 25,61.23,1 of 4,0 of 0,0:03,2 of 21,"Feb 07, 1986",0 of 0,0 of 13,167.64,0,1 of 4,170.18,Record: 18-5-0,0,3.47,2 of 21,9%,5.09,Orthodox,41%,62%,0.8,0,0 of 0,0,30%,1.56,77%,2 of 21,61.23,M,2011
5:00,Tony Ferguson,Yves Edwards,2011-12-03,Decision - Unanimous,Chris Tognoni,3,3,lightweight,f1,6 of 10,7 of 13,0:10,54 of 219,"Feb 12, 1984",0 of 0,38 of 199,180.34,0,17 of 23,193.04,Record: 26-10-0,0,4.41,61 of 232,26%,4.94,Orthodox,45%,55%,0.9,1,1 of 1,100%,35%,0.39,67%,62 of 234,70.31,7 of 23,0 of 3,0:10,45 of 147,"Sep 30, 1976",0 of 0,28 of 114,175.26,0,10 of 13,185.42,Record: 42-22-1 (1 NC),0,2.34,45 of 150,30%,2.91,Southpaw,42%,66%,0.7,0,0 of 3,0%,53%,0.76,69%,45 of 150,70.31,M,2011
1:58,Johnny Bedford,Louis Gaudinot,2011-12-03,KO/TKO,Steve Mazzagatti,3,3,bantamweight,f1,29 of 35,19 of 23,9:21,10 of 34,"Jan 06, 1983",53 of 83,50 of 102,177.8,1,3 of 3,180.34,Record: 21-13-1 (1 NC),0,1.75,82 of 140,58%,4.53,Orthodox,50%,63%,0.0,0,4 of 6,66%,62%,1.83,62%,155 of 229,61.23,0 of 0,4 of 9,9:21,2 of 20,"Aug 28, 1984",0 of 0,3 of 23,160.02,0,3 of 6,160.02,Record: 8-4-0 (1 NC),0,6.42,6 of 29,20%,2.34,Orthodox,37%,48%,1.1,0,0 of 2,0%,40%,0.57,31%,18 of 41,56.7,M,2011
5:00,Marcus Brimage,Stephen Bass,2011-12-03,Decision - Unanimous,Josh Rosenthal,3,3,featherweight,f1,13 of 21,9 of 16,0:42,79 of 181,"Apr 06, 1985",0 of 0,61 of 159,162.56,0,14 of 17,180.34,Record: 7-7-0,0,3.64,88 of 197,44%,3.97,Southpaw,35%,56%,0.0,0,1 of 1,100%,100%,0.56,80%,99 of 211,61.23,24 of 26,13 of 13,0:42,59 of 126,"Nov 14, 1982",1 of 1,39 of 101,175.26,0,10 of 13,179.62,Record: 11-2-0,0,5.87,73 of 140,52%,4.87,Orthodox,52%,55%,0.0,0,0 of 6,0%,0%,0.0,0%,78 of 145,65.77,M,2011
1:09,John Albert,Dustin Pague,2011-12-03,KO/TKO,Herb Dean,1,3,bantamweight,f1,1 of 4,0 of 0,0:47,7 of 17,"Oct 13, 1986",14 of 17,19 of 29,172.72,1,1 of 1,172.72,Record: 6-5-0,0,2.82,21 of 34,61%,3.05,Orthodox,49%,35%,6.1,0,0 of 0,0,0%,0.0,50%,36 of 49,61.23,1 of 2,0 of 0,0:47,3 of 10,"Aug 05, 1987",0 of 0,1 of 7,175.26,0,1 of 1,187.96,Record: 12-11-0,0,2.96,3 of 10,30%,1.65,Orthodox,53%,41%,2.6,0,0 of 0,0,44%,1.03,55%,3 of 10,61.23,M,2011
0:22,Roland Delorme,Josh Ferguson,2011-12-03,Submission,Chris Tognoni,3,3,bantamweight,f1,15 of 16,8 of 8,1:28,21 of 37,"Dec 18, 1983",7 of 8,16 of 32,175.26,1,5 of 5,180.34,Record: 9-5-0 (1 NC),1,4.32,36 of 53,67%,2.28,Orthodox,44%,40%,1.6,2,2 of 5,40%,34%,2.51,42%,86 of 104,61.23,7 of 8,2 of 2,1:28,27 of 51,"May 13, 1988",5 of 5,25 of 48,165.1,0,2 of 2,168.86,Record: 10-5-0,1,4.18,34 of 58,58%,2.13,Orthodox,43%,32%,0.0,0,0 of 1,0%,11%,0.59,54%,50 of 80,56.7,M,2011
5:00,Steven Siler,Josh Clopton,2011-12-03,Decision - Unanimous,Herb Dean,3,3,featherweight,f1,30 of 33,50 of 61,0:23,22 of 72,"Feb 15, 1987",0 of 0,36 of 92,180.34,0,6 of 8,177.8,Record: 29-16-0,0,2.96,72 of 133,54%,3.21,Orthodox,41%,54%,1.6,2,0 of 1,0%,21%,0.47,55%,133 of 196,65.77,13 of 13,20 of 22,0:23,17 of 33,"Jul 11, 1981",6 of 7,18 of 36,167.64,0,12 of 13,171.55,Record: 6-2-1,0,2.87,43 of 62,69%,1.6,Orthodox,64%,50%,0.0,0,4 of 6,66%,66%,2.0,75%,84 of 105,65.77,M,2011
