event_name,date,location,url
UFC 84: Ill Will,"May 24, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2549d63da9c456cb
UFC 83: Serra vs St-Pierre 2,"April 19, 2008","Montreal, Quebec, Canada",http://www.ufcstats.com/event-details/ad047e3073a775f3
UFC Fight Night: Florian vs Lauzon,"April 02, 2008","Broomfield, Colorado, USA",http://www.ufcstats.com/event-details/b9e871af730f826c
UFC 82: Pride of a Champion,"March 01, 2008","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/598a58db87b890ee
UFC 81: Breaking Point,"February 02, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/597db668b01c442c
UFC Fight Night: Swick vs Burkman,"January 23, 2008","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/33e33d51f289d2a1
UFC 80: Rapid Fire,"January 19, 2008","Newcastle, England, United Kingdom",http://www.ufcstats.com/event-details/a24e080000fa7a35
UFC 79: Nemesis,"December 29, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/7269329bd87eb479
The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"December 08, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/df85d6ec3493d120
UFC 78: Validation,"November 17, 2007","Newark, New Jersey, USA",http://www.ufcstats.com/event-details/1d147d4163a6989b
UFC 77: Hostile Territory,"October 20, 2007","Cincinnati, Ohio, USA",http://www.ufcstats.com/event-details/91181b29be041f1c
UFC 76: Knockout,"September 22, 2007","Anaheim, California, USA",http://www.ufcstats.com/event-details/bad28b7b34f334de
UFC Fight Night: Thomas vs Florian,"September 19, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f341f9551ba744e2
UFC 75: Champion vs Champion,"September 08, 2007","London, England, United Kingdom",http://www.ufcstats.com/event-details/0aa92558424ced9e
UFC 74: Respect,"August 25, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a5c53b3ddb31cc7d
UFC 73: Stacked,"July 07, 2007","Sacramento, California, USA",http://www.ufcstats.com/event-details/2a6f8136da1e52c0
The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"June 23, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e7ec11096eac0282
UFC 72: Victory,"June 16, 2007","Belfast, Northern Ireland, United Kingdom",http://www.ufcstats.com/event-details/5ca158b1cc9cb242
UFC Fight Night: Stout vs Fisher,"June 12, 2007","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/304fcd812f12c589
UFC 71: Liddell vs Jackson,"May 26, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2e04a3b4a2011b97
UFC 70: Nations Collide,"April 21, 2007","Manchester, England, United Kingdom",http://www.ufcstats.com/event-details/4604ab1de9058474
UFC 69: Shootout,"April 07, 2007","Houston, Texas, USA",http://www.ufcstats.com/event-details/c1684f00c626f4c0
UFC Fight Night: Stevenson vs Guillard,"April 05, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/a6c2f5381d575920
UFC 68: The Uprising,"March 03, 2007","Columbus, Ohio, USA",http://www.ufcstats.com/event-details/de3ed2e152520c8d
UFC 67: All or Nothing,"February 03, 2007","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/63b65af1c5cb02cb
UFC Fight Night: Evans vs Salmon,"January 25, 2007","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/13c4313ed0f744f3
UFC 66: Liddell vs Ortiz 2,"December 30, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/ee5df903f80c6816
UFC Fight Night: Sanchez vs Riggs,"December 13, 2006","San Diego, California, USA",http://www.ufcstats.com/event-details/21b8a0f5c231096f
UFC 65: Bad Intentions,"November 18, 2006","Sacramento, California, USA",http://www.ufcstats.com/event-details/3fed746acfd026dd
The Ultimate Fighter: The Comeback Finale,"November 11, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/baf942f4bcb09894
UFC 64: Unstoppable,"October 14, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/13b2f59210dda9cc
Ortiz vs Shamrock 3: The Final Chapter,"October 10, 2006","Hollywood, Florida, USA",http://www.ufcstats.com/event-details/577ec7e108b94be3
UFC 63: Hughes vs Penn,"September 23, 2006","Anaheim, California, USA",http://www.ufcstats.com/event-details/13e62d766b709aa6
UFC 62: Liddell vs Sobral,"August 26, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f717b6002486f73f
UFC Fight Night 6,"August 17, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/46c8ec317aff28ac
UFC 61: Bitter Rivals,"July 08, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/f70144caea5c4c80
UFC Fight Night 5,"June 28, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/445a98acb8985970
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"June 24, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/1dab0d1d81dd06db
UFC 60: Hughes vs Gracie,"May 27, 2006","Los Angeles, California, USA",http://www.ufcstats.com/event-details/a54a35a670d8e852
UFC 59: Reality Check,"April 15, 2006","Anaheim, California, USA",http://www.ufcstats.com/event-details/03688dc3c3af3ac1
UFC Fight Night 4,"April 06, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b361180739bed4b0
UFC 58: USA vs Canada,"March 04, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/0e9869d712e81f8f
UFC 57: Liddell vs Couture 3,"February 04, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/977081bc01197656
UFC Fight Night 3,"January 16, 2006","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/2ee09ec2a0695eb9
UFC 56: Full Force,"November 19, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c7e9d15cfce52f1d
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/31ceaf0e670c1578
UFC 55: Fury,"October 07, 2005","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/271fe91f4ba9d2c5
UFC Fight Night 2,"October 03, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/efaf544314bb5c2e
UFC 54: Boiling Point,"August 20, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/669a3cb6e394f515
UFC Fight Night 1,"August 06, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/3f24c96753dbd9f9
UFC 53: Heavy Hitters,"June 04, 2005","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/d3711d3784b76255
UFC 52: Couture vs Liddell 2,"April 16, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c933d423ebdbbbdb
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/fbbde91f7bc2d3c5
UFC 51: Super Saturday,"February 05, 2005","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/85d905f7c4f5a1af
UFC 50: The War Of '04,"October 22, 2004","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/ce783bf73b5131f9
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/b4bc2e3353a770b5
UFC 48: Payback,"June 19, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/429e7d3725852ce9
UFC 47: It's On!,"April 02, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e8fb8e53bc2e29d6
UFC 46: Supernatural,"January 31, 2004","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/94609dd91731d428
UFC 45: Revolution,"November 21, 2003","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/e670f8cc2969a789
UFC 44: Undisputed,"September 26, 2003","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c61f66d8c3fd5f07
UFC 43: Meltdown,"June 06, 2003","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/108afe61a26bcbf4
UFC 42: Sudden Impact,"April 25, 2003","Miami, Florida, USA",http://www.ufcstats.com/event-details/ae58685caf8e4a0d
UFC 41: Onslaught,"February 28, 2003","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/bba678d312590087
UFC 40: Vendetta,"November 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/e06fd1260ac865a7
UFC 39: The Warriors Return,"September 27, 2002","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/0cf935519d439ba6
UFC 38: Brawl at the Hall,"July 13, 2002","London, England, United Kingdom",http://www.ufcstats.com/event-details/1dc56b59cb28425d
UFC 37.5: As Real As It Gets,"June 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/9ccdd2ce45903f34
UFC 37: High Impact,"May 10, 2002","Bossier City, Louisiana, USA",http://www.ufcstats.com/event-details/9fd1f08dd4aec14a
UFC 36: Worlds Collide,"March 22, 2002","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/02fc8f50f56eb307
UFC 35: Throwdown,"January 11, 2002","Uncasville, Connecticut, USA",http://www.ufcstats.com/event-details/946f341df6472ee0
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/4dc496aa0cfc0d95
UFC 33: Victory in Vegas,"September 28, 2001","Las Vegas, Nevada, USA",http://www.ufcstats.com/event-details/c75b99887c8c3f5a
UFC 32: Showdown in the Meadowlands,"June 29, 2001","East Rutherford, New Jersey, USA",http://www.ufcstats.com/event-details/7b9aa973e5c04624
UFC 31: Locked and Loaded,"May 04, 2001","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/20bd6c3e03c46ee6
UFC 30: Battle on the Boardwalk,"February 23, 2001","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/2b1587a3376ab743
UFC 29: Defense of the Belts,"December 16, 2000","Tokyo, Japan",http://www.ufcstats.com/event-details/08ae5cd9aef7ddd3
UFC 28: High Stakes,"November 17, 2000","Atlantic City, New Jersey, USA",http://www.ufcstats.com/event-details/da6dfd09cca1d705
UFC 27: Ultimate Bad Boyz,"September 22, 2000","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/31652c9267606d54
UFC 26: Ultimate Field Of Dreams,"June 09, 2000","Cedar Rapids, Iowa, USA",http://www.ufcstats.com/event-details/cedfdf8d423d500c
UFC 25: Ultimate Japan 3,"April 14, 2000","Tokyo, Japan",http://www.ufcstats.com/event-details/d2b1c1317a39f6c6
UFC 24: First Defense,"March 10, 2000","Lake Charles, Louisiana, USA",http://www.ufcstats.com/event-details/20ec0061400178ca
UFC 23: Ultimate Japan 2,"November 19, 1999","Chiba, Japan",http://www.ufcstats.com/event-details/a8fa0c4e95512806
UFC 22: Only One Can be Champion,"September 24, 1999","Lake Charles, Louisiana, USA",http://www.ufcstats.com/event-details/afaad7d6a581e307
UFC 21: Return of the Champions,"July 16, 1999","Cedar Rapids, Iowa, USA",http://www.ufcstats.com/event-details/1a1a4d7a29041d77
UFC 20: Battle for the Gold,"May 07, 1999","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/a7b48e18ca27795d
UFC 19: Ultimate Young Guns,"March 05, 1999","Bay St. Louis, Mississippi, USA",http://www.ufcstats.com/event-details/a220be6d41d6f97d
UFC 18: The Road to the Heavyweight Title,"January 08, 1999","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/c9bbf1a0285a8076
UFC - Ultimate Brazil,"October 16, 1998","Sao Paulo, Brazil",http://www.ufcstats.com/event-details/32a3025d5db456ae
UFC 17: Redemption,"May 15, 1998","Mobile, Alabama, USA",http://www.ufcstats.com/event-details/4a01dc8376736ef5
UFC 16: Battle in the Bayou,"March 13, 1998","New Orleans, Louisiana, USA",http://www.ufcstats.com/event-details/749685d24e2cac50
UFC - Ultimate Japan,"December 21, 1997","Yokohama, Kanagawa, Japan",http://www.ufcstats.com/event-details/29f935654825331b
UFC 15: Collision Course,"October 17, 1997","Bay St. Louis, Mississippi, USA",http://www.ufcstats.com/event-details/07a18ae55dfc3cd9
UFC 14: Showdown,"July 27, 1997","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/dc950d59dc590aca
UFC 13: The Ultimate Force,"May 30, 1997","Augusta, Georgia, USA",http://www.ufcstats.com/event-details/5bd533d50c8e7b8a
UFC 12: Judgement Day,"February 07, 1997","Dothan, Alabama, USA",http://www.ufcstats.com/event-details/96eff1a628adcc7f
UFC - Ultimate Ultimate '96,"December 07, 1996","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/9b5b5a75523728f3
UFC 11: The Proving Ground,"September 20, 1996","Augusta, Georgia, USA",http://www.ufcstats.com/event-details/6ceff86fae4f6b3b
UFC 10: The Tournament,"July 12, 1996","Birmingham, Alabama, USA",http://www.ufcstats.com/event-details/aee8eecfc4bfb1e7
UFC 9: Motor City Madness,"May 17, 1996","Detroit, Michigan, USA",http://www.ufcstats.com/event-details/a390eb8a9b2df298
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",http://www.ufcstats.com/event-details/b63e800c18e011b5
UFC - Ultimate Ultimate '95,"December 16, 1995","Denver, Colorado, USA",http://www.ufcstats.com/event-details/31bbd46d57dfbcb7
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",http://www.ufcstats.com/event-details/5af480a3b2e1726b
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",http://www.ufcstats.com/event-details/1c3f5e85b59ec710
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/dedc3bb440d09554
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",http://www.ufcstats.com/event-details/b60391da771deefe
UFC 3: The American Dream,"September 09, 1994","Charlotte, North Carolina, USA",http://www.ufcstats.com/event-details/1a49e0670dfaca31
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",http://www.ufcstats.com/event-details/a6a9ab5a824e8f66
