name,height,weight,reach,slpm,str_acc_%,sapm,str_def_%,td_avg,td_acc_%,td_def_%,sub_avg,stance,cluster
Michael Morales,182.88,170.0,79.0,5.28,46,3.6,52,1.24,41,91,0.0,Orthodox,5
Jake Matthews,180.34,170.0,73.0,3.3,45,2.56,60,1.59,40,62,0.6,Orthodox,5
Jordan Leavitt,175.26,155.0,71.0,2.55,61,1.84,57,2.19,25,30,1.1,Unorthodox,0
Nick Aguirre,175.26,135.0,74.0,0.73,33,2.89,45,1.16,20,33,0.6,Unorthodox,2
Jose Johnson,182.88,125.0,71.0,2.8,60,1.73,55,0.62,50,36,0.6,Orthodox,2
Denis Tiuliulin,185.42000000000002,185.0,77.0,4.5,41,6.15,36,0.0,0,73,0.0,Orthodox,2
Jeka Saragih,172.72,145.0,69.0,2.76,50,2.84,40,2.37,100,66,0.6,Orthodox,5
Lucas Alexander,180.34,145.0,73.0,5.23,55,1.83,71,0.0,0,57,0.0,Orthodox,3
Ailin Perez,165.1,135.0,66.0,2.96,55,1.18,57,4.89,50,75,0.0,Unorthodox,5
Lucie Pudilova,172.72,135.0,67.0,3.68,37,3.83,51,0.55,27,66,0.7,Orthodox,0
Rafael Estevam,172.72,125.0,69.0,2.94,64,3.35,34,3.35,19,0,0.7,Orthodox,2
Tom Aspinall,195.58,256.0,78.0,7.72,66,2.77,66,3.46,100,100,1.7,Orthodox,0
Sergei Pavlovich,190.5,257.0,84.0,8.21,48,4.61,55,0.0,0,75,0.0,Unorthodox,3
Matt Frevola,175.26,155.0,71.0,3.71,42,3.57,59,2.59,40,42,0.9,Orthodox,0
Pat Sabatini,172.72,145.0,70.0,2.02,59,1.54,49,3.73,42,50,1.9,Orthodox,0
Roosevelt Roberts,187.96,155.0,73.0,3.05,44,3.12,52,1.39,29,52,0.9,Orthodox,0
Nazim Sadykhov,177.8,155.0,69.0,4.94,48,5.72,48,1.71,62,75,0.3,Unorthodox,5
Jared Gordon,175.26,155.0,68.0,5.39,57,3.4,57,1.95,40,62,0.0,Orthodox,5
Mark Madsen,172.72,155.0,72.0,3.56,49,3.97,52,2.86,66,62,0.0,Orthodox,5
John Castaneda,167.64000000000001,135.0,71.0,4.79,50,4.99,56,1.92,37,71,0.2,Unorthodox,5
Kyung Ho Kang,175.26,135.0,73.0,3.35,48,3.33,55,1.87,57,68,0.8,Orthodox,0
Nicolas Dalby,180.34,170.0,74.0,4.03,43,3.43,52,1.11,30,60,0.1,Orthodox,2
Gabriel Bonfim,185.42000000000002,170.0,72.0,4.87,40,5.25,59,4.75,71,100,3.8,Orthodox,0
Kaynan Kruschewsky,182.88,155.0,73.0,5.08,39,4.79,47,2.18,100,0,2.2,Orthodox,0
Rinat Fakhretdinov,182.88,170.0,74.0,4.05,56,2.16,52,4.25,46,100,0.3,Orthodox,5
Elizeu Zaleski dos Santos,180.34,170.0,73.0,4.52,42,3.33,57,0.43,13,68,0.4,Orthodox,2
Modestas Bukauskas,190.5,205.0,78.0,3.28,41,3.87,50,0.0,0,71,0.0,Unorthodox,2
Denise Gomes,157.48,115.0,63.0,4.81,48,3.66,49,1.13,33,47,0.8,Orthodox,0
Eduarda Moura,167.64000000000001,115.0,66.0,5.61,67,0.45,80,5.34,100,0,1.3,Orthodox,0
Montserrat Conejo Ruiz,152.4,115.0,61.0,0.79,27,4.96,37,2.05,83,33,0.8,Unorthodox,0
Marc Diakiese,177.8,155.0,73.0,2.54,40,2.64,52,3.29,43,66,0.0,Orthodox,5
Kaue Fernandes,175.26,155.0,73.0,1.53,54,0.87,59,1.0,100,62,0.0,Orthodox,5
Islam Makhachev,177.8,155.0,70.0,2.46,60,1.27,61,3.17,60,90,1.0,Unorthodox,0
Khamzat Chimaev,187.96,185.0,75.0,5.72,58,3.46,42,3.99,46,100,2.7,Orthodox,0
Kamaru Usman,182.88,170.0,76.0,4.36,52,2.74,54,2.82,45,89,0.1,Unorthodox,5
Ikram Aliskerov,182.88,185.0,76.0,8.24,65,7.15,36,2.33,33,0,2.3,Unorthodox,0
Said Nurmagomedov,172.72,135.0,70.0,3.55,47,2.13,57,1.01,16,66,1.4,Orthodox,0
Muin Gafurov,170.18,135.0,68.0,2.98,41,2.95,48,2.4,26,62,0.0,Unorthodox,2
Mohammad Yahya,175.26,145.0,73.0,2.87,46,4.07,37,1.0,100,42,1.0,Unorthodox,0
Abu Azaitar,175.26,185.0,76.0,4.38,43,4.32,51,1.0,37,42,0.0,Orthodox,2
Mike Breeden,177.8,155.0,70.0,5.75,45,7.28,42,0.98,30,67,0.0,Orthodox,2
Anshul Jubli,182.88,155.0,69.0,6.48,46,5.61,51,0.82,18,63,0.4,Unorthodox,2
Nathaniel Wood,167.64000000000001,145.0,69.0,5.91,50,4.22,56,1.74,48,70,0.5,Orthodox,5
Viktoriia Dudakova,165.1,125.0,67.0,3.14,52,2.45,50,2.45,41,50,0.0,Orthodox,2
Jinh Yu Frey,160.02,115.0,65.0,2.97,43,4.23,52,1.02,36,90,0.3,Unorthodox,5
Shara Magomedov,187.96,185.0,73.0,7.53,73,4.33,28,0.0,0,57,0.0,Orthodox,2
Jennifer Maia,162.56,125.0,64.0,4.35,38,4.52,55,0.42,27,58,0.1,Orthodox,2
Darren Elkins,177.8,145.0,71.0,3.44,38,3.27,52,2.85,35,56,1.1,Orthodox,0
TJ Brown,175.26,145.0,72.0,3.37,44,2.89,49,3.41,57,36,1.3,Unorthodox,0
Tainara Lisboa,170.18,135.0,67.0,2.05,50,1.4,54,2.05,40,70,0.5,Orthodox,5
Ravena Oliveira,165.1,115.0,65.0,1.0,48,1.2,48,2.0,66,62,0.0,Orthodox,5
Brendon Marotte,175.26,145.0,70.0,3.0,100,42.0,33,0.0,0,0,0.0,Orthodox,1
Irina Alekseeva,172.72,135.0,67.0,3.84,43,3.55,48,0.87,20,100,0.9,Orthodox,0
Ashley Yoder,170.18,115.0,69.0,3.42,39,4.13,47,1.09,27,66,0.6,Unorthodox,2
Grant Dawson,177.8,155.0,72.0,2.97,51,2.27,45,3.68,36,40,1.5,Unorthodox,0
Abdul Razak Alhassan,177.8,185.0,73.0,3.37,48,3.99,55,0.89,38,50,0.2,Orthodox,2
Ricky Glenn,182.88,155.0,70.0,3.94,43,4.1,51,0.55,13,68,0.4,Unorthodox,2
Nate Maness,177.8,125.0,72.0,2.33,48,4.29,40,0.87,75,78,0.3,Orthodox,5
Kanako Murata,154.94,115.0,62.0,2.15,56,2.4,53,3.38,56,100,0.8,Orthodox,0
Johnny Munoz,175.26,135.0,71.0,2.44,36,2.66,55,2.4,25,45,1.8,Orthodox,0
Montana De La Rosa,170.18,125.0,68.0,2.7,36,3.21,44,1.71,31,64,0.8,Orthodox,0
Rafael Fiziev,172.72,155.0,71.0,4.9,51,4.97,49,0.29,40,89,0.0,Unorthodox,3
Michelle Waterson-Gomez,160.02,115.0,62.0,3.56,46,4.19,49,1.42,32,70,0.7,Orthodox,0
AJ Fletcher,177.8,170.0,67.0,3.36,49,4.61,46,1.54,35,33,0.9,Unorthodox,0
Andre Fialho,182.88,170.0,74.0,3.3,41,6.26,45,0.25,100,66,0.0,Orthodox,5
Jake Collier,190.5,230.0,78.0,5.8,44,5.08,50,0.71,33,67,0.6,Orthodox,2
Mizuki,160.02,115.0,65.0,4.56,50,5.62,48,0.33,14,85,0.0,Orthodox,3
Hannah Goldy,162.56,115.0,61.0,5.19,47,4.67,50,0.66,12,54,0.2,Orthodox,2
Alexa Grasso,165.1,125.0,66.0,4.67,43,3.95,58,0.41,45,59,0.6,Orthodox,5
Valentina Shevchenko,165.1,125.0,66.0,3.28,52,2.11,62,2.56,63,71,0.4,Unorthodox,5
Raul Rosas Jr.,175.26,135.0,67.0,1.28,44,1.52,46,3.57,33,0,1.8,Unorthodox,0
Terrence Mitchell,177.8,135.0,74.0,2.21,34,8.85,41,3.69,50,0,0.0,Orthodox,2
Elise Reed,160.02,115.0,63.0,2.66,49,3.06,52,0.58,60,42,0.0,Orthodox,2
Josh Fremd,193.04,185.0,76.0,2.93,43,2.63,47,0.84,25,31,1.4,Orthodox,0
Tracy Cortez,165.1,125.0,65.0,4.11,53,2.79,60,2.33,46,75,0.3,Orthodox,5
Alex Reyes,180.34,155.0,73.0,4.04,39,10.91,40,0.0,0,0,0.0,Orthodox,2
Josefine Knutsson,160.02,115.0,60.0,3.73,52,1.33,64,2.67,72,100,0.0,Orthodox,5
Israel Adesanya,193.04,185.0,80.0,3.93,48,3.11,56,0.05,14,77,0.1,Unorthodox,3
Alexander Volkov,200.66,250.0,80.0,5.1,57,3.0,54,0.49,63,73,0.2,Orthodox,5
Manel Kape,165.1,125.0,68.0,5.12,54,4.51,59,0.65,37,77,0.4,Unorthodox,5
Da Woon Jung,193.04,205.0,78.0,3.49,43,3.89,51,1.9,50,77,0.2,Orthodox,5
Jack Jenkins,170.18,145.0,68.0,4.43,61,3.07,59,2.56,69,75,0.0,Unorthodox,5
John Makdessi,172.72,155.0,68.0,5.52,49,4.15,68,0.0,0,86,0.0,Orthodox,3
Blood Diamond,180.34,170.0,76.0,3.12,55,2.17,48,0.0,0,73,0.0,Unorthodox,2
Gabriel Miranda,180.34,145.0,71.0,3.52,51,6.88,39,4.8,40,0,2.4,Orthodox,0
Shane Young,172.72,145.0,72.0,5.19,40,5.46,52,0.63,18,64,0.0,Orthodox,2
Kiefer Crosbie,180.34,170.0,70.0,8.1,66,6.02,50,0.0,0,0,0.0,Unorthodox,2
Ciryl Gane,193.04,245.0,81.0,5.49,60,2.19,63,0.58,21,50,0.5,Orthodox,2
Serghei Spivac,190.5,260.0,78.0,3.54,49,3.79,49,4.56,64,70,0.5,Orthodox,5
Volkan Oezdemir,187.96,205.0,75.0,4.59,47,3.92,55,0.57,33,80,0.1,Orthodox,3
William Gomis,182.88,145.0,73.0,2.62,46,1.49,75,1.06,60,81,0.7,Unorthodox,0
Yanis Ghemmouri,175.26,135.0,69.0,2.27,38,4.22,40,0.0,0,0,0.0,Orthodox,2
Manolo Zecchini,172.72,145.0,68.0,2.34,21,6.75,46,0.0,0,0,0.0,Orthodox,2
Joselyne Edwards,172.72,135.0,70.0,4.71,52,3.36,50,1.0,33,64,0.3,Orthodox,2
Jacqueline Cavalcanti,172.72,135.0,70.0,8.4,57,2.6,84,0.0,0,100,0.0,Orthodox,3
Zarah Fairn,172.72,135.0,72.0,4.55,31,7.4,45,0.0,0,60,0.0,Orthodox,2
Chan Sung Jung,170.18,145.0,72.0,3.93,41,4.52,52,0.7,44,72,0.6,Orthodox,5
Giga Chikadze,182.88,145.0,74.0,4.08,43,3.44,62,0.23,33,69,0.2,Orthodox,2
Taila Santos,167.64000000000001,125.0,68.0,3.39,48,2.64,58,2.0,76,86,1.1,Orthodox,0
Parker Porter,182.88,265.0,75.0,6.55,50,6.32,51,1.35,26,66,0.5,Orthodox,2
Toshiomi Kazama,170.18,135.0,69.0,2.22,54,3.94,45,1.51,13,66,0.0,Orthodox,2
Rolando Bedoya,180.34,170.0,74.0,8.7,55,6.83,52,0.0,0,0,0.0,Orthodox,2
Yusaku Kinoshita,182.88,170.0,71.0,4.65,50,5.12,51,0.0,0,50,0.0,Unorthodox,2
SeungWoo Choi,182.88,145.0,74.0,3.48,38,3.02,47,0.87,54,69,0.0,Orthodox,5
Da'Mon Blackshear,177.8,135.0,72.0,4.28,47,4.09,48,2.34,37,66,0.8,Unorthodox,0
Cub Swanson,172.72,145.0,70.0,4.7,50,3.84,59,1.09,52,61,0.4,Orthodox,5
Hakeem Dawodu,172.72,145.0,73.0,5.45,50,3.37,56,0.0,0,65,0.0,Orthodox,2
Chris Daukaus,190.5,205.0,76.0,6.05,50,4.64,55,0.0,0,100,0.0,Orthodox,3
Tafon Nchukwi,182.88,185.0,77.0,5.57,52,4.11,54,0.76,57,64,0.0,Orthodox,5
JP Buys,165.1,135.0,67.0,1.88,39,3.02,40,1.55,25,25,2.3,Orthodox,0
Francis Marshall,175.26,145.0,72.0,3.66,33,4.07,53,3.29,50,0,0.7,Orthodox,2
Juliana Miller,170.18,125.0,66.0,3.31,45,4.75,32,1.84,44,0,1.8,Orthodox,0
Cory Sandhagen,180.34,135.0,70.0,5.33,44,3.4,58,1.36,33,64,0.3,Unorthodox,2
Tatiana Suarez,165.1,115.0,66.0,4.27,63,1.38,51,6.2,61,100,0.9,Unorthodox,0
Gavin Tucker,167.64000000000001,145.0,66.0,4.29,44,4.18,57,3.13,44,53,1.5,Unorthodox,0
Tanner Boser,187.96,205.0,75.0,4.7,52,2.75,58,0.0,0,63,0.0,Orthodox,2
Aleksa Camur,185.42000000000002,205.0,74.0,4.73,57,4.26,54,0.46,22,50,0.0,Orthodox,2
Jan Blachowicz,187.96,205.0,78.0,3.41,50,2.91,53,1.09,50,68,0.3,Orthodox,5
Michael Chiesa,185.42000000000002,170.0,75.0,1.87,40,1.7,54,3.33,50,60,1.0,Unorthodox,0
Jai Herbert,185.42000000000002,155.0,77.0,2.69,41,3.15,45,0.2,10,57,0.0,Orthodox,2
Davey Grant,172.72,135.0,69.0,4.77,42,3.82,55,1.26,41,61,0.2,Orthodox,2
Jonny Parsons,175.26,170.0,69.0,4.65,44,4.89,60,0.0,0,66,0.0,Orthodox,3
Danny Roberts,185.42000000000002,170.0,74.0,3.18,39,3.73,50,0.24,9,57,0.2,Unorthodox,2
Joel Alvarez,190.5,155.0,77.0,3.65,46,3.37,50,0.0,0,11,1.3,Orthodox,0
Ketlen Vieira,172.72,135.0,68.0,3.04,41,3.92,51,1.51,44,92,0.6,Orthodox,5
Yanal Ashmouz,175.26,155.0,68.0,3.08,42,5.35,59,0.92,50,50,0.0,Orthodox,2
Shauna Bannon,165.1,115.0,65.0,3.6,37,3.73,37,0.0,0,33,0.0,Unorthodox,2
Daniel Barez,167.64000000000001,125.0,66.0,3.8,53,5.32,55,4.07,31,91,1.6,Orthodox,0
Bassil Hafez,180.34,170.0,72.0,2.13,25,5.53,39,3.0,15,50,0.0,Orthodox,2
Ottman Azaitar,172.72,155.0,71.0,5.73,51,4.96,48,0.0,0,100,0.0,Unorthodox,3
Albert Duraev,180.34,185.0,75.0,2.99,40,3.01,59,1.97,29,66,0.6,Orthodox,5
Melsik Baghdasaryan,175.26,145.0,70.0,5.28,61,3.06,58,0.0,0,72,0.0,Unorthodox,3
